CHAT: Feb 28 03:10:48 {name  = "Bad Idea Hat", ucid = "bbf19995f3fd39fb3a7efda3063b4b66", ip = "184.54.123.71:64220", id = 5} said "-motd" to all (output suppressed by Slmod)
CHAT: Mar 01 14:48:02 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "attacking rola @ krasna" to all
CHAT: Mar 01 14:48:08 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "magnum" to all
CHAT: Mar 01 14:48:16 {name  = "Tailspin", ucid = "cee7099d38104e19e5579a25bc81bbf9", ip = "75.128.244.137:56653", id = 10} said "copy" to all
CHAT: Mar 01 14:48:20 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "attacking" to all
CHAT: Mar 01 14:48:43 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "magnum" to all
CHAT: Mar 01 14:49:33 {name  = "ToasterBoi", ucid = "31e97ecfe62d5e665906f6834be2b0b2", ip = "85.76.79.76:36263", id = 15} said "wtf, shqaders fooked my cockpit" to all
CHAT: Mar 01 14:50:10 {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:52657", id = 11} said "nvm landed super short" to all
CHAT: Mar 01 14:50:41 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "rifle" to all
CHAT: Mar 01 14:51:09 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "roland down" to all
TEAM HIT: Mar 01 14:54:13 {players = {1 = {name  = "ToasterBoi", ucid = "31e97ecfe62d5e665906f6834be2b0b2", ip = "85.76.79.76:36263", id = 15}1 = {name = New Static Object #211 with kamikaze
CHAT: Mar 01 14:54:22 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "case?" to all
CHAT: Mar 01 14:54:42 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "hitting Kysmsk" to all
CHAT: Mar 01 14:54:56 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "i think they have Krasondar" to all
CHAT: Mar 01 14:55:29 {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:52657", id = 11} said "clear toaster" to all
CHAT: Mar 01 14:55:50 {name  = "Davenator", ucid = "2f3b963888b23d7385ae9d413384d327", ip = "89.246.120.30:3367", id = 18} said "wow fps drops" to all
CHAT: Mar 01 14:56:05 {name  = "ToasterBoi", ucid = "31e97ecfe62d5e665906f6834be2b0b2", ip = "85.76.79.76:36263", id = 15} said "wtf" to all
CHAT: Mar 01 14:56:27 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "sa6" to all
CHAT: Mar 01 14:56:28 {name  = "ToasterBoi", ucid = "31e97ecfe62d5e665906f6834be2b0b2", ip = "85.76.79.76:36263", id = 15} said "do we have atc that blocks runnway entry___" to all
CHAT: Mar 01 14:56:54 {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:52657", id = 11} said "Lol you're wings are too big to use that taxiway" to all
CHAT: Mar 01 14:56:57 {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:52657", id = 11} said "can't you manual sweep?" to all
CHAT: Mar 01 14:57:52 {name  = "ToasterBoi", ucid = "31e97ecfe62d5e665906f6834be2b0b2", ip = "85.76.79.76:36263", id = 15} said "fooook shaders mod" to all
TEAM HIT: Mar 01 14:57:55 {players = {1 = {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:52657", id = 11}1 = {name = Davenator with kamikaze
TEAM HIT: Mar 01 14:57:56 {players = {1 = {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:52657", id = 11}1 = {name = Davenator with kamikaze
TEAM HIT: Mar 01 14:57:58 {players = {1 = {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:52657", id = 11}1 = {name = Davenator with kamikaze
TEAM HIT: Mar 01 14:57:58 {players = {1 = {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:52657", id = 11}1 = {name = Davenator with kamikaze
TEAM HIT: Mar 01 14:57:59 {players = {1 = {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:52657", id = 11}1 = {name = Davenator with kamikaze
TEAM HIT: Mar 01 14:57:59 {players = {1 = {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:52657", id = 11}1 = {name = Davenator with kamikaze
TEAM HIT: Mar 01 14:58:00 {players = {1 = {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:52657", id = 11}1 = {name = Davenator with kamikaze
TEAM HIT: Mar 01 14:58:01 {players = {1 = {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:52657", id = 11}1 = {name = Davenator with kamikaze
TEAM HIT: Mar 01 14:58:02 {players = {1 = {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:52657", id = 11}1 = {name = Davenator with kamikaze
TEAM HIT: Mar 01 14:58:02 {players = {1 = {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:52657", id = 11}1 = {name = TahTawi with kamikaze
TEAM HIT: Mar 01 14:58:02 {players = {1 = {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:52657", id = 11}1 = {name = TahTawi with kamikaze
TEAM HIT: Mar 01 14:58:03 {players = {1 = {name  = "TahTawi", ucid = "6e4bd5eee1da2e9871435d6a49a31b1d", ip = "195.85.244.162:60205", id = 21}1 = {name = [115AGR✡] Linda with kamikaze
TEAM HIT: Mar 01 14:58:04 {players = {1 = {name  = "Davenator", ucid = "2f3b963888b23d7385ae9d413384d327", ip = "89.246.120.30:3367", id = 18}1 = {name = [115AGR✡] Linda with kamikaze
TEAM HIT: Mar 01 14:58:04 {players = {1 = {name  = "Davenator", ucid = "2f3b963888b23d7385ae9d413384d327", ip = "89.246.120.30:3367", id = 18}1 = {name = [115AGR✡] Linda with kamikaze
TEAM HIT: Mar 01 14:58:04 {players = {1 = {name  = "Davenator", ucid = "2f3b963888b23d7385ae9d413384d327", ip = "89.246.120.30:3367", id = 18}1 = {name = [115AGR✡] Linda with kamikaze
CHAT: Mar 01 14:58:06 {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:52657", id = 11} said "Ouch" to all
TEAM KILL: Mar 01 14:58:14 {players = {1 = {name  = "Davenator", ucid = "2f3b963888b23d7385ae9d413384d327", ip = "nil", id = 18}1 = {name = [115AGR✡] Linda with kamikaze
CHAT: Mar 01 14:58:15 {name  = "Davenator", ucid = "2f3b963888b23d7385ae9d413384d327", ip = "89.246.120.30:3367", id = 18} said "uhm wtf" to all
CHAT: Mar 01 14:58:15 {name  = "TahTawi", ucid = "6e4bd5eee1da2e9871435d6a49a31b1d", ip = "195.85.244.162:60205", id = 21} said "hey" to all
CHAT: Mar 01 14:58:19 {name  = "TahTawi", ucid = "6e4bd5eee1da2e9871435d6a49a31b1d", ip = "195.85.244.162:60205", id = 21} said "wtf man" to all
CHAT: Mar 01 14:58:21 {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:52657", id = 11} said "Spawned inside eachother." to all
CHAT: Mar 01 14:58:24 {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:52657", id = 11} said "-forgive" to all (output suppressed by Slmod)
CHAT: Mar 01 14:58:30 {name  = "ToasterBoi", ucid = "31e97ecfe62d5e665906f6834be2b0b2", ip = "85.76.79.76:36263", id = 15} said "wait you mean I hit something with my wings___" to all
CHAT: Mar 01 14:58:42 {name  = "TahTawi", ucid = "6e4bd5eee1da2e9871435d6a49a31b1d", ip = "195.85.244.162:60205", id = 21} said "shat" to all
CHAT: Mar 01 14:59:00 {name  = "Davenator", ucid = "2f3b963888b23d7385ae9d413384d327", ip = "89.246.120.30:3367", id = 18} said "wtf just happend" to all
CHAT: Mar 01 14:59:03 {name  = "ToasterBoi", ucid = "31e97ecfe62d5e665906f6834be2b0b2", ip = "85.76.79.76:36263", id = 15} said "i didnt see anything" to all
CHAT: Mar 01 14:59:08 {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:52657", id = 11} said "You spawned inside me Dave" to all
CHAT: Mar 01 14:59:14 {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:52657", id = 11} said "And we blew up lol" to all
CHAT: Mar 01 14:59:20 {name  = "Davenator", ucid = "2f3b963888b23d7385ae9d413384d327", ip = "89.246.120.30:3367", id = 18} said "yeah I think so Im sorry" to all
CHAT: Mar 01 14:59:24 {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:52657", id = 11} said "Not your fault man" to all
TEAM KILL: Mar 01 14:59:30 {players = {1 = {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "nil", id = 11}1 = {name = TahTawi with kamikaze
CHAT: Mar 01 14:59:33 {name  = "Davenator", ucid = "2f3b963888b23d7385ae9d413384d327", ip = "89.246.120.30:3367", id = 18} said "but its sad anyways" to all
CHAT: Mar 01 14:59:43 {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:52657", id = 11} said "poor planes :((" to all
TEAM KILL: Mar 01 14:59:50 {players = {1 = {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "nil", id = 11}1 = {name = Pilot #180 with kamikaze
CHAT: Mar 01 14:59:52 {name  = "ToasterBoi", ucid = "31e97ecfe62d5e665906f6834be2b0b2", ip = "85.76.79.76:36263", id = 15} said "apparently the god damn shaders mod just fooking deleted objects for me" to all
CHAT: Mar 01 15:00:01 {name  = "ToasterBoi", ucid = "31e97ecfe62d5e665906f6834be2b0b2", ip = "85.76.79.76:36263", id = 15} said "my wings got stuck in something i could not see" to all
CHAT: Mar 01 15:00:03 {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:52657", id = 11} said "Toaster your wing was clipping with a bunker or something so you couldn't taxi." to all
CHAT: Mar 01 15:00:20 {name  = "ToasterBoi", ucid = "31e97ecfe62d5e665906f6834be2b0b2", ip = "85.76.79.76:36263", id = 15} said "yeah, and there was no bunker on my screen" to all
CHAT: Mar 01 15:00:31 {name  = "Cobra 101 | GreenDotSpeed", ucid = "c39f77d62f6c9e41049c09f8c227d2da", ip = "176.202.105.236:46527", id = 22} said "jaagi im repairing" to all
CHAT: Mar 01 15:00:33 {name  = "ToasterBoi", ucid = "31e97ecfe62d5e665906f6834be2b0b2", ip = "85.76.79.76:36263", id = 15} said "lol" to all
CHAT: Mar 01 15:00:37 {name  = "Cobra 101 | GreenDotSpeed", ucid = "c39f77d62f6c9e41049c09f8c227d2da", ip = "176.202.105.236:46527", id = 22} said "go ahead" to all
CHAT: Mar 01 15:00:52 {name  = "ToasterBoi", ucid = "31e97ecfe62d5e665906f6834be2b0b2", ip = "85.76.79.76:36263", id = 15} said "off to reinstall shaders" to all
CHAT: Mar 01 15:01:11 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "reshade?" to all
CHAT: Mar 01 15:01:28 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "Tuxs,pir :" to all
CHAT: Mar 01 15:01:31 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "tuxsmour ?" to all
CHAT: Mar 01 15:01:38 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "TuxMouf ?" to all
CHAT: Mar 01 15:01:45 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "Tuxsmouf" to all
CHAT: Mar 01 15:01:48 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "finnaly" to all
CHAT: Mar 01 15:01:59 {name  = "GUSTO 7-4 | Tuxsmouf", ucid = "ee53fc119f7e558bd1f70c6d9397ade3", ip = "193.56.242.55:61032", id = 30} said "?" to all
CHAT: Mar 01 15:01:59 {name  = "jaagi", ucid = "653bab462e0385864aa837c63f5ffbdc", ip = "84.250.20.28:12283", id = 2} said "no worries, im refueling and arming" to all
CHAT: Mar 01 15:02:04 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "What bombs you use ?" to all
CHAT: Mar 01 15:02:07 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "MK82 ?" to all
CHAT: Mar 01 15:02:16 {name  = "GUSTO 7-4 | Tuxsmouf", ucid = "ee53fc119f7e558bd1f70c6d9397ade3", ip = "193.56.242.55:61032", id = 30} said "I'gonna use snakeyes" to all
CHAT: Mar 01 15:02:24 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "oh idk how to use them" to all
CHAT: Mar 01 15:02:33 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "Everytime i use MK82 i kill my self" to all
CHAT: Mar 01 15:02:53 {name  = "GUSTO 7-4 | Tuxsmouf", ucid = "ee53fc119f7e558bd1f70c6d9397ade3", ip = "193.56.242.55:61032", id = 30} said "It's ccip. It's easier with weatrher like that" to all
CHAT: Mar 01 15:03:04 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "oh" to all
CHAT: Mar 01 15:03:08 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "How  i turn on CCIP ?" to all
CHAT: Mar 01 15:03:13 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "ik only ccrp" to all
CHAT: Mar 01 15:03:19 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "missed" to all
CHAT: Mar 01 15:03:32 {name  = "GUSTO 7-4 | Tuxsmouf", ucid = "ee53fc119f7e558bd1f70c6d9397ade3", ip = "193.56.242.55:61032", id = 30} said "It's automatic. You use snakeyes it will be ccip" to all
CHAT: Mar 01 15:03:38 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "oh" to all
CHAT: Mar 01 15:03:43 {name  = "GUSTO 7-4 | Tuxsmouf", ucid = "ee53fc119f7e558bd1f70c6d9397ade3", ip = "193.56.242.55:61032", id = 30} said "you use 82s it will be ccrp" to all
CHAT: Mar 01 15:03:43 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "ok" to all
CHAT: Mar 01 15:03:50 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "and next question" to all
CHAT: Mar 01 15:03:56 {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:52657", id = 11} said "Beluga's will go CCIP also if you wanna use them." to all
CHAT: Mar 01 15:03:59 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "when i got selected" to all
CHAT: Mar 01 15:04:02 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "snake" to all
CHAT: Mar 01 15:04:21 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "Shoud i use the RS think ?" to all
CHAT: Mar 01 15:04:23 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "thing*" to all
CHAT: Mar 01 15:04:29 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "PCA button 2" to all
CHAT: Mar 01 15:04:42 {name  = "GUSTO 7-4 | Tuxsmouf", ucid = "ee53fc119f7e558bd1f70c6d9397ade3", ip = "193.56.242.55:61032", id = 30} said "yes" to all
CHAT: Mar 01 15:04:45 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "ok" to all
CHAT: Mar 01 15:04:51 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "and button one" to all
CHAT: Mar 01 15:06:55 {name  = "Szczerba", ucid = "9e3a80a187f6e84bdae75a27e61dd75a", ip = "49.187.26.19:58290", id = 24} said "shitty fuel leak" to all
CHAT: Mar 01 15:07:03 {name  = "Szczerba", ucid = "9e3a80a187f6e84bdae75a27e61dd75a", ip = "49.187.26.19:58290", id = 24} said "its like theres none in my other wing" to all
CHAT: Mar 01 15:09:07 {name  = "Szczerba", ucid = "9e3a80a187f6e84bdae75a27e61dd75a", ip = "49.187.26.19:58290", id = 24} said "emergency landing krasnodar" to all
CHAT: Mar 01 15:09:52 {name  = "andre", ucid = "7a3d835056a07f31322af336b14ba198", ip = "5.94.29.8:50311", id = 5} said "simple ceck your wings" to all
CHAT: Mar 01 15:10:15 {name  = "Simple", ucid = "4ab6a6a20b3d680815c77a6b43c060ae", ip = "82.149.126.5:60003", id = 6} said "r ok!" to all
CHAT: Mar 01 15:10:53 {name  = "Szczerba", ucid = "9e3a80a187f6e84bdae75a27e61dd75a", ip = "49.187.26.19:58290", id = 24} said "crash land on field" to all
CHAT: Mar 01 15:11:12 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "YO" to all
CHAT: Mar 01 15:11:18 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "i got big X insinde my hud" to all
CHAT: Mar 01 15:11:35 {name  = "BOOM 1-1", ucid = "a8c616faca0df9a3ed5079b19fe1e318", ip = "120.153.224.15:56381", id = 19} said "that means what ever you are doing stop" to all
CHAT: Mar 01 15:11:39 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "XD" to all
CHAT: Mar 01 15:12:04 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "bum" to all
CHAT: Mar 01 15:12:12 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "i get that sometimes in the circlebefore locking ground in harrier" to all
CHAT: Mar 01 15:12:17 {name  = "BOOM 1-1", ucid = "a8c616faca0df9a3ed5079b19fe1e318", ip = "120.153.224.15:56381", id = 19} said "lol he didnt listen to the hud" to all
CHAT: Mar 01 15:12:22 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "the circle has X in it" to all
CHAT: Mar 01 15:12:28 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "bruh" to all
CHAT: Mar 01 15:12:31 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "Can you shut up" to all
CHAT: Mar 01 15:12:36 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "I was looking on map asshole" to all
TEAM HIT: Mar 01 15:16:56 {players = {1 = {name  = "DragonGuy", ucid = "3823bf1da2ef57a0be4578a4c84aa709", ip = "87.116.162.142:44106", id = 36}1 = {name = New Static Object #196 with kamikaze
TEAM HIT: Mar 01 15:16:56 {players = {1 = {name  = "DragonGuy", ucid = "3823bf1da2ef57a0be4578a4c84aa709", ip = "87.116.162.142:44106", id = 36}1 = {name = New Static Object #197 with kamikaze
TEAM KILL: Mar 01 15:16:57 {players = {1 = {name  = "DragonGuy", ucid = "3823bf1da2ef57a0be4578a4c84aa709", ip = "nil", id = 36}1 = {name = New Static Object #196 with kamikaze
TEAM KILL: Mar 01 15:16:57 {players = {1 = {name  = "DragonGuy", ucid = "3823bf1da2ef57a0be4578a4c84aa709", ip = "nil", id = 36}1 = {name = New Static Object #197 with kamikaze
CHAT: Mar 01 15:17:21 {name  = "DragonGuy", ucid = "3823bf1da2ef57a0be4578a4c84aa709", ip = "87.116.162.142:44106", id = 36} said "Whoops" to all
CHAT: Mar 01 15:17:27 {name  = "DragonGuy", ucid = "3823bf1da2ef57a0be4578a4c84aa709", ip = "87.116.162.142:44106", id = 36} said "My bad" to all
TEAM HIT: Mar 01 15:25:13 {players = {1 = {name  = "Eisvogel", ucid = "9c00c33a388f7365a0acf9e8fd1eee13", ip = "84.75.25.205:59477", id = 12}1 = {name = 3DProphet with M-61
TEAM HIT: Mar 01 15:25:28 {players = {1 = {name  = "Eisvogel", ucid = "9c00c33a388f7365a0acf9e8fd1eee13", ip = "84.75.25.205:59477", id = 12}1 = {name = 3DProphet with M-61
CHAT: Mar 01 15:25:29 {name  = "BOOM 1-1", ucid = "a8c616faca0df9a3ed5079b19fe1e318", ip = "120.153.224.15:56381", id = 19} said "lol oof" to all
TEAM KILL: Mar 01 15:25:41 {players = {1 = {name  = "Eisvogel", ucid = "9c00c33a388f7365a0acf9e8fd1eee13", ip = "nil", id = 12}1 = {name = 3DProphet with M-61
CHAT: Mar 01 15:32:15 {name  = "Tailspin", ucid = "cee7099d38104e19e5579a25bc81bbf9", ip = "75.128.244.137:56653", id = 10} said "Is there a way to change the text people type in here to anything but blue?" to all
CHAT: Mar 01 15:35:22 {name  = "Tailspin", ucid = "cee7099d38104e19e5579a25bc81bbf9", ip = "75.128.244.137:56653", id = 10} said "Wow - sorry about the mess down at Lochini. My controls just wigged out." to all
CHAT: Mar 01 15:39:34 {name  = "Krilli", ucid = "b2277d16a77ffb09d14d6ea0c7ebfc4c", ip = "91.64.197.160:52686", id = 5} said "su 33 you can take off or can I taxi now behind you?" to all
TEAM HIT: Mar 01 15:40:37 {players = {1 = {name  = "Dragon 1-1 | GELO", ucid = "87d25bde85b50feaf49e9b2981f2a65f", ip = "151.50.7.212:51455", id = 38}1 = {name = New Static Object #163 with F/A-18C Lot 20
CHAT: Mar 01 15:47:05 {name  = "kitar", ucid = "be1b51b384316eaf0039d2f3d47e7cde", ip = "91.60.79.34:53575", id = 7} said "hugo can u help?" to all
TEAM HIT: Mar 01 15:51:19 {players = {1 = {name  = "Tadi", ucid = "94c288220dd6afc2707a03325ec9db6f", ip = "91.4.155.17:64895", id = 29}1 = {name = TANKER135_BLUE_SLOW#001-01 with A-10C II
TEAM HIT: Mar 01 15:51:19 {players = {1 = {name  = "Tadi", ucid = "94c288220dd6afc2707a03325ec9db6f", ip = "91.4.155.17:64895", id = 29}1 = {name = TANKER135_BLUE_SLOW#001-01 with A-10C II
TEAM HIT: Mar 01 16:06:06 {players = {1 = {name  = "John H Smith", ucid = "88c3abae2267b2dd695ac86522ba8149", ip = "84.210.11.145:54071", id = 17}1 = {name = TANKER135_BLUE_SLOW#001-01 with kamikaze
